wine_name,vintage,popularity,score,avg_price
"La Spinetta Vigneto Gallina Barbera d'Alba, Piedmont, Italy","
                            1997                    ","
                            3,670","
                            95/100                    ",87
"Ceretto Bricco Rocche Prapo, Barolo DOCG, Italy","
                            1997                    ","
                            3,670","
                            95/100                    ",85
"Quinta do Crasto Vinha Maria Teresa, Douro, Portugal","
                            2013                    ","
                            3,684","
                            95/100                    ",140
"Jonata 'El Alma de Jonata' Red Wine, Santa Ynez Valley, USA","
                            2006                    ","
                            3,684","
                            95/100                    ",108
"Jonata 'El Alma de Jonata' Red Wine, Santa Ynez Valley, USA","
                            2005                    ","
                            3,684","
                            95/100                    ",111
"Paul Jaboulet Aine Chateauneuf-du-Pape Les Cedres, Rhone, France","
                            1967                    ","
                            3,684","
                            95/100                    ",339
"Ulysse Collin 'Les Maillons' Blanc de Noirs Extra Brut, Champagne, France","
                                                ","
                            3,695","
                            95/100                    ",76
"Vineyard Seven and Eight 7 & 8 Estate Cabernet Sauvignon, Spring Mountain District, USA","
                            2010                    ","
                            3,695","
                            95/100                    ",139
"Domaine de Cristia Chateauneuf-du-Pape Vieilles Vignes, Rhone, France","
                            2012                    ","
                            3,905","
                            95/100                    ",66
"Au Sommet Atlas Peak Cabernet Sauvignon, Napa Valley, USA","
                            2010                    ","
                            3,905","
                            95/100                    ",241
"Domaine de Cristia Chateauneuf-du-Pape Vieilles Vignes, Rhone, France","
                            2009                    ","
                            3,905","
                            95/100                    ",59
"Tardieu-Laurent Hermitage, Rhone, France","
                            2005                    ","
                            3,915","
                            95/100                    ",69
"Tardieu-Laurent Hermitage, Rhone, France","
                            2003                    ","
                            3,915","
                            95/100                    ",87
"Aubert Wines Larry Hyde & Sons Vineyard Chardonnay, Carneros, USA","
                            2009                    ","
                            3,925","
                            95/100                    ",110
"Domaine Saint Damien Gigondas La Louisiane Vieilles Vignes, Rhone, France","
                            2007                    ","
                            3,925","
                            95/100                    ",61
"Bodega Noemia de Patagonia Malbec, Rio Negro, Argentina","
                            2012                    ","
                            3,933","
                            95/100                    ",92
"Bodega Noemia de Patagonia Malbec, Rio Negro, Argentina","
                            2007                    ","
                            3,933","
                            95/100                    ",86
"Rhys Vineyards Alpine Vineyard Pinot Noir, Santa Cruz Mountains, USA","
                            2009                    ","
                            3,945","
                            95/100                    ",112
"Freemark Abbey 'Bosche' Cabernet Sauvignon, Rutherford, USA","
                            2003                    ","
                            3,965","
                            95/100                    ",113
"Alpha Omega 'ERA' Red, Napa Valley, USA","
                            2013                    ","
                            3,983","
                            95/100                    ",194
"Parusso Armando Bussia, Barolo DOCG, Italy","
                            2008                    ","
                            3,983","
                            95/100                    ",69
"Parusso Armando Bussia, Barolo DOCG, Italy","
                            2006                    ","
                            3,983","
                            95/100                    ",70
"Parusso Armando Bussia, Barolo DOCG, Italy","
                            1990                    ","
                            3,983","
                            95/100                    ",170
"Dominio del Aguila Reserva, Ribera del Duero, Spain","
                            2010                    ","
                            3,997","
                            95/100                    ",66
"Craggy Range Le Sol Syrah, Gimblett Gravels, New Zealand","
                            2008                    ","
                            4,011","
                            95/100                    ",57
"Craggy Range Le Sol Syrah, Gimblett Gravels, New Zealand","
                            2005                    ","
                            4,011","
                            95/100                    ",52
"Morlet Family Vineyards La Proportion Doree, Sonoma County, USA","
                            2013                    ","
                            4,030","
                            95/100                    ",61
"Ridge Vineyards Monte Bello Chardonnay, Santa Cruz Mountains, USA","
                            2008                    ","
                            3,499","
                            95/100                    ",86
"Ridge Vineyards Monte Bello Chardonnay, Santa Cruz Mountains, USA","
                            2004                    ","
                            3,499","
                            95/100                    ",72
"Domaine Fontaine-Gagnard Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2014                    ","
                            3,514","
                            95/100                    ",219
"Domaine Fontaine-Gagnard Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            3,514","
                            95/100                    ",177
"Mitolo G.A.M Shiraz, McLaren Vale, Australia","
                            2006                    ","
                            3,514","
                            95/100                    ",37
"Mitolo G.A.M Shiraz, McLaren Vale, Australia","
                            2005                    ","
                            3,514","
                            95/100                    ",38
"Newton Vineyard Unfiltered Cabernet Sauvignon, Napa Valley, USA","
                            1990                    ","
                            3,519","
                            95/100                    ",82
"Passopisciaro 'Franchetti' Rosso, Sicily, Italy","
                            2010                    ","
                            3,525","
                            95/100                    ",112
"Passopisciaro 'Franchetti' Rosso, Sicily, Italy","
                            2005                    ","
                            3,525","
                            95/100                    ",60
"Pierre-Yves Colin-Morey Les Genevrieres, Meursault Premier Cru, France","
                            2011                    ","
                            3,540","
                            95/100                    ",162
"Domaine Ponsot Chambertin Grand Cru, Cote de Nuits, France","
                            2007                    ","
                            3,548","
                            95/100                    ",782
"Domaine Ponsot Chambertin Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            3,548","
                            95/100                    ",409
"Peter Michael 'La Carriere' Chardonnay, Knights Valley, USA","
                            2014                    ","
                            3,559","
                            95/100                    ",111
"Peter Michael 'La Carriere' Chardonnay, Knights Valley, USA","
                            2005                    ","
                            3,559","
                            95/100                    ",121
"Peter Michael 'La Carriere' Chardonnay, Knights Valley, USA","
                            2004                    ","
                            3,559","
                            95/100                    ",111
"Familia Zuccardi 'Concreto' Malbec, Altamira, Argentina","
                            2014                    ","
                            3,572","
                            95/100                    ",36
"Weingut Donnhoff Oberhauser Brucke Riesling Eiswein, Nahe, Germany","
                            2003                    ","
                            3,572","
                            95/100                    ",440
"Domaine Vincent Paris Cornas Granit 60, Rhone, France","
                            2012                    ","
                            3,588","
                            95/100                    ",37
"Domaine Vincent Paris Cornas Granit 60, Rhone, France","
                            2011                    ","
                            3,588","
                            95/100                    ",36
"Domaine Giraud Chateauneuf-du-Pape Les Gallimardes, Rhone, France","
                            2009                    ","
                            3,598","
                            95/100                    ",41
"Roberto Voerzio Riserva Pozzo dell'Annunziata Barbera d'Alba, Piedmont, Italy","
                            2007                    ","
                            3,598","
                            95/100                    ",112
"Wine & Soul Pintas Tinto, Douro, Portugal","
                            2005                    ","
                            3,598","
                            95/100                    ",85
"Roberto Voerzio Riserva Pozzo dell'Annunziata Barbera d'Alba, Piedmont, Italy","
                            2001                    ","
                            3,598","
                            95/100                    ",122
"Clos Dubreuil, Saint-Emilion, France","
                            2012                    ","
                            3,612","
                            95/100                    ",101
"Clos Dubreuil, Saint-Emilion, France","
                            2008                    ","
                            3,612","
                            95/100                    ",70
"Morlet Family Vineyards La Proportion Doree, Sonoma County, USA","
                            2011                    ","
                            4,030","
                            95/100                    ",63
"Morlet Family Vineyards La Proportion Doree, Sonoma County, USA","
                            2007                    ","
                            4,030","
                            95/100                    ",108
"Michel Rolland Val de Flores Malbec, Vista Flores, Argentina","
                            2002                    ","
                            4,043","
                            95/100                    ",77
"Weingut Emrich-Schonleber Monzinger Halenberg Riesling Grosses Gewachs, Nahe, Germany","
                            2007                    ","
                            4,055","
                            95/100                    ",40
"Catena Zapata Adrianna Vineyard 'White Bones' Chardonnay, Gualtallary, Argentina","
                            2012                    ","
                            4,065","
                            95/100                    ",86
"Markus Molitor Brauneberger Klostergarten Pinot Noir Trocken, Mosel, Germany","
                            2011                    ","
                            4,065","
                            95/100                    ",77
"Domaine Pierre Damoy Chambertin Grand Cru, Cote de Nuits, France","
                            2008                    ","
                            4,065","
                            95/100                    ",236
"Domaine Saint Damien Gigondas Vieilles Vignes, Rhone, France","
                            2007                    ","
                            4,065","
                            95/100                    ",57
"Porseleinberg Red, Swartland, South Africa","
                            2013                    ","
                            4,084","
                            95/100                    ",75
"Porseleinberg Red, Swartland, South Africa","
                            2012                    ","
                            4,084","
                            95/100                    ",58
"F.X. Pichler M Gruner Veltliner Smaragd, Wachau, Austria","
                            2012                    ","
                            4,084","
                            95/100                    ",57
"Charles Smith K Vintners The Cattle King Syrah, Snipes Mountain, USA","
                            2011                    ","
                            4,104","
                            95/100                    ",61
"Agostina Pieri Brunello di Montalcino DOCG, Tuscany, Italy","
                            2010                    ","
                            4,115","
                            95/100                    ",47
"Bodegas Muga Aro, Rioja DOCa, Spain","
                            2009                    ","
                            4,115","
                            95/100                    ",146
"Bodegas Muga Aro, Rioja DOCa, Spain","
                            2005                    ","
                            4,115","
                            95/100                    ",139
"Domaine Arnoux-Lachaux Clos de Vougeot Grand Cru, Cote de Nuits, France","
                            2003                    ","
                            4,115","
                            95/100                    ",211
"Domaine Arnoux-Lachaux Clos de Vougeot Grand Cru, Cote de Nuits, France","
                            2002                    ","
                            4,115","
                            95/100                    ",182
"Bodegas Muga Aro, Rioja DOCa, Spain","
                            2001                    ","
                            4,115","
                            95/100                    ",168
"Hourglass Estate Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            4,128","
                            95/100                    ",157
"Bodegas Contador - Benjamin Romeo 'La Cueva del Contador', Rioja DOCa, Spain","
                            2012                    ","
                            4,128","
                            95/100                    ",58
"Bodegas Contador - Benjamin Romeo 'La Cueva del Contador', Rioja DOCa, Spain","
                            2010                    ","
                            4,128","
                            95/100                    ",63
"Bodegas Contador - Benjamin Romeo 'La Cueva del Contador', Rioja DOCa, Spain","
                            2009                    ","
                            4,128","
                            95/100                    ",68
"Hourglass Estate Cabernet Sauvignon, Napa Valley, USA","
                            2007                    ","
                            4,128","
                            95/100                    ",139
"Hourglass Estate Cabernet Sauvignon, Napa Valley, USA","
                            2006                    ","
                            4,128","
                            95/100                    ",136
"Hourglass Estate Cabernet Sauvignon, Napa Valley, USA","
                            2001                    ","
                            4,128","
                            95/100                    ",206
"Casa Ferreirinha Reserva Especial, Douro, Portugal","
                            2007                    ","
                            3,163","
                            95/100                    ",179
"Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese, Mosel, Germany","
                            2005                    ","
                            3,163","
                            95/100                    ",43
"San Giusto a Rentennano 'La Ricolma' Merlot Toscana IGT, Tuscany, Italy","
                            2008                    ","
                            3,180","
                            95/100                    ",66
"San Giusto a Rentennano 'La Ricolma' Merlot Toscana IGT, Tuscany, Italy","
                            2004                    ","
                            3,180","
                            95/100                    ",77
"Chateau de la Negly Languedoc Clos des Truffiers, France","
                            2004                    ","
                            3,180","
                            95/100                    ",132
"Chateau de la Negly Languedoc Clos des Truffiers, France","
                            2003                    ","
                            3,180","
                            95/100                    ",108
"Chateau de la Negly Languedoc Clos des Truffiers, France","
                            2002                    ","
                            3,180","
                            95/100                    ",92
"d'Arenberg The Coppermine Road Cabernet Sauvignon, McLaren Vale, Australia","
                            1999                    ","
                            3,191","
                            95/100                    ",50
"d'Arenberg The Coppermine Road Cabernet Sauvignon, McLaren Vale, Australia","
                            1998                    ","
                            3,191","
                            95/100                    ",59
"Poderi Luigi Einaudi Nei Cannubi, Barolo DOCG, Italy","
                            2010                    ","
                            3,196","
                            95/100                    ",75
"Billecart-Salmon 'Le Clos Saint Hilaire' Blanc de Noirs Brut, Champagne, France","
                            1998                    ","
                            3,196","
                            95/100                    ",344
"Robert Foley Vineyards Claret, Napa Valley, USA","
                            2004                    ","
                            3,213","
                            95/100                    ",101
"Robert Foley Vineyards Claret, Napa Valley, USA","
                            2002                    ","
                            3,213","
                            95/100                    ",129
"William Fevre Bougros Cote Bouguerots, Chablis Grand Cru, France","
                            2008                    ","
                            3,222","
                            95/100                    ",75
"William Fevre Bougros Cote Bouguerots, Chablis Grand Cru, France","
                            2004                    ","
                            3,222","
                            95/100                    ",58
"Tenute Cisa Asinari Marchesi di Gresy Camp Gros Martinenga, Barbaresco DOCG, Italy","
                            1990                    ","
                            3,222","
                            95/100                    ",86
"Dr. Burklin-Wolf Forster Kirchenstuck G.C. Riesling Trocken, Pfalz, Germany","
                            2013                    ","
                            3,233","
                            95/100                    ",150
"Talenti Brunello di Montalcino DOCG, Tuscany, Italy","
                            2010                    ","
                            3,233","
                            95/100                    ",40
"Talenti Brunello di Montalcino DOCG, Tuscany, Italy","
                            2006                    ","
                            3,233","
                            95/100                    ",50
"Lamborghini 'Campoleone' Umbria IGT, Italy","
                            2000                    ","
                            3,243","
                            95/100                    ",68
"Joseph Drouhin Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            3,253","
                            95/100                    ",257
"Podere Il Carnasciale Il Caberlot Toscana IGT, Tuscany, Italy","
                            2006                    ","
                            3,253","
                            95/100                    ",111
"Podere Il Carnasciale Il Caberlot Toscana IGT, Tuscany, Italy","
                            2004                    ","
                            3,253","
                            95/100                    ",116
"Domaine de la Pousse d'Or Clos de la Bousse d'Or Monopole, Volnay Premier Cru, France","
                            2008                    ","
                            3,262","
                            95/100                    ",87
"Descendientes de J. Palacios Villa de Corullon, Bierzo, Spain","
                            2013                    ","
                            3,267","
                            95/100                    ",40
"Castell'in Villa Chianti Classico Riserva DOCG, Tuscany, Italy","
                            1995                    ","
                            4,441","
                            95/100                    ",208
"Castell'in Villa Chianti Classico Riserva DOCG, Tuscany, Italy","
                            1990                    ","
                            4,441","
                            95/100                    ",123
"Roagna Paje Vecchie Viti, Barbaresco DOCG, Italy","
                            2007                    ","
                            4,455","
                            95/100                    ",127
"Clarendon Hills Hickinbotham Syrah, McLaren Vale, Australia","
                            2004                    ","
                            4,455","
                            95/100                    ",55
"Clarendon Hills Hickinbotham Syrah, McLaren Vale, Australia","
                            2001                    ","
                            4,455","
                            95/100                    ",62
"Hobbs Gregor Shiraz, Barossa Valley, Australia","
                            2004                    ","
                            4,475","
                            95/100                    ",80
"Domaine Jean-Michel Gerin Cote Rotie Les Grandes Places, Rhone, France","
                            2003                    ","
                            4,475","
                            95/100                    ",124
"Domaine Jean-Michel Gerin Cote Rotie Les Grandes Places, Rhone, France","
                            1999                    ","
                            4,475","
                            95/100                    ",158
"Domaine Le Clos des Fees Cotes du Roussillon Villages, France","
                            2011                    ","
                            4,515","
                            95/100                    ",51
"Delas Freres Saint-Joseph Sainte-Epine, Rhone, France","
                            2012                    ","
                            4,530","
                            95/100                    ",67
"Delas Freres Saint-Joseph Sainte-Epine, Rhone, France","
                            2010                    ","
                            4,530","
                            95/100                    ",35
"Tardieu-Laurent Chateauneuf-du-Pape Cuvee Speciale, Rhone France","
                            2001                    ","
                            4,530","
                            95/100                    ",62
"Descendientes de J. Palacios La Faraona, Bierzo, Spain","
                            2011                    ","
                            4,555","
                            95/100                    ",594
"Domaine Hubert Lignier Charmes-Chambertin Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            4,573","
                            95/100                    ",149
"Azelia di Luigi Scavino Bricco Fiasco, Barolo DOCG, Italy","
                            2007                    ","
                            4,584","
                            95/100                    ",57
"M. Chapoutier Ermitage Vin de Paille, Rhone, France","
                            2006                    ","
                            4,584","
                            95/100                    ",269
"Switchback Ridge Peterson Family Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2005                    ","
                            4,584","
                            95/100                    ",90
"Weingut Emmerich Knoll Ried Schutt Riesling Smaragd, Wachau, Austria","
                            2013                    ","
                            4,602","
                            95/100                    ",44
"Domaine Fontaine-Gagnard Criots-Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2013                    ","
                            4,602","
                            95/100                    ",186
"Domaine Fontaine-Gagnard Criots-Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            4,602","
                            95/100                    ",206
"Domaine Fontaine-Gagnard Criots-Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            4,602","
                            95/100                    ",211
"Domaine de la Charbonniere Chateauneuf-du-Pape Les Hautes Brusquieres Cuvee Speciale, Rhone, France","
                            2009                    ","
                            4,616","
                            95/100                    ",40
"Lokoya Winery Cabernet Sauvignon, Diamond Mountain District, USA","
                            2007                    ","
                            4,616","
                            95/100                    ",314
"Trinity Hill Homage Syrah, Gimblett Gravels, New Zealand","
                            2006                    ","
                            4,616","
                            95/100                    ",101
"Lokoya Winery Cabernet Sauvignon, Diamond Mountain District, USA","
                            2004                    ","
                            4,616","
                            95/100                    ",141
"Kistler Vineyards Cuvee Cathleen Chardonnay, Sonoma Valley, USA","
                            2008                    ","
                            4,756","
                            95/100                    ",153
"Kilikanoon Oracle Shiraz, Clare Valley, Australia","
                            2006                    ","
                            4,756","
                            95/100                    ",55
"Kilikanoon Oracle Shiraz, Clare Valley, Australia","
                            2001                    ","
                            4,756","
                            95/100                    ",67
"Kistler Vineyards Cuvee Cathleen Chardonnay, Sonoma Valley, USA","
                            2000                    ","
                            4,756","
                            95/100                    ",144
"Teso La Monja, Toro, Spain","
                            2010                    ","
                            4,780","
                            95/100                    ",951
"Egon Muller Wiltingen Scharzhofberger Riesling Auslese Goldkapsel, Mosel, Germany","
                            2009                    ","
                            4,780","
                            95/100                    ",633
"Ridge Vineyards Estate Chardonnay, Santa Cruz Mountains, USA","
                            2009                    ","
                            4,780","
                            95/100                    ",33
"Chateau Pesquie Ventoux Quintessence, Rhone, France","
                            2007                    ","
                            4,780","
                            95/100                    ",23
"Barbeito Malvasia, Madeira, Portugal","
                            1948                    ","
                            4,780","
                            95/100                    ",594
"Geantet-Pansiot Le Poissenot, Gevrey-Chambertin Premier Cru, France","
                            2005                    ","
                            4,801","
                            95/100                    ",123
"Soter Vineyards 'Mineral Springs Ranch' Pinot Noir, Yamhill-Carlton District, USA","
                            2008                    ","
                            4,829","
                            95/100                    ",62
"Pietradolce 'Vigna Barbagalli' Etna Rosso, Sicily, Italy","
                            2012                    ","
                            4,845","
                            95/100                    ",96
"Rocca di Frassinello Baffonero Maremma Rosso, Tuscany, Italy","
                            2010                    ","
                            4,845","
                            95/100                    ",148
"M. Marengo Brunate, Barolo DOCG, Italy","
                            2004                    ","
                            4,845","
                            95/100                    ",157
"M. Marengo Brunate, Barolo DOCG, Italy","
                            2001                    ","
                            4,845","
                            95/100                    ",                    
"Beringer Vineyards Bancroft Ranch Merlot, Howell Mountain, USA","
                            1992                    ","
                            4,882","
                            95/100                    ",59
"Philippe Pacalet Ruchottes-Chambertin Grand Cru, Cote de Nuits, France","
                            2008                    ","
                            4,894","
                            95/100                    ",253
"William Cole Cuvee Claire Cabernet Sauvignon, Napa Valley, USA","
                            2004                    ","
                            4,894","
                            95/100                    ",115
"Dana Estates Helms Vineyard Cabernet Sauvignon, Rutherford, USA","
                            2014                    ","
                            4,940","
                            95/100                    ",471
"Dana Estates Helms Vineyard Cabernet Sauvignon, Rutherford, USA","
                            2010                    ","
                            4,940","
                            95/100                    ",437
"Hartwell Vineyards Estate Grown Cabernet Sauvignon, Stags Leap District, USA","
                            2001                    ","
                            4,940","
                            95/100                    ",78
"Seven Stones Cabernet Sauvignon, Napa Valley, USA","
                            2010                    ","
                            4,957","
                            95/100                    ",147
"Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Spatlese, Mosel, Germany","
                            2008                    ","
                            4,957","
                            95/100                    ",24
"Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Spatlese, Mosel, Germany","
                            2006                    ","
                            4,957","
                            95/100                    ",129
"Walter Hansel 'The North Slope' Pinot Noir, Russian River Valley, USA","
                            2013                    ","
                            4,979","
                            95/100                    ",40
"Giovanni Chiappini 'Guado de' Gemoli' Bolgheri Superiore, Tuscany, Italy","
                            2010                    ","
                            3,728","
                            95/100                    ",62
"Poggio Antico Altero, Brunello di Montalcino DOCG, Italy","
                            2007                    ","
                            3,728","
                            95/100                    ",70
"Domaine Leroy Vignes Rondes, Nuits-Saint-Georges Premier Cru, France","
                            1996                    ","
                            3,728","
                            95/100                    ","1,304"
"Chateau Magrez Fombrauge, Saint-Emilion Grand Cru, France","
                            2010                    ","
                            3,737","
                            95/100                    ",115
"Chateau Magrez Fombrauge, Saint-Emilion Grand Cru, France","
                            2008                    ","
                            3,737","
                            95/100                    ",114
"Bevan Cellars Sugar Loaf Mountain Proprietary Red, Napa Valley, USA","
                            2011                    ","
                            3,747","
                            95/100                    ",155
"M. Chapoutier Crozes-Ermitage Les Varonniers, Rhone, France","
                            2011                    ","
                            3,759","
                            95/100                    ",68
"Sebastiani Vineyards & Winery Cherryblock Cabernet Sauvignon, Sonoma Valley, USA","
                            2010                    ","
                            3,759","
                            95/100                    ",87
"M. Chapoutier Crozes-Ermitage Les Varonniers, Rhone, France","
                            1995                    ","
                            3,759","
                            95/100                    ",                    
"Domaine Follin-Arbelet Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            2012                    ","
                            3,782","
                            95/100                    ",333
"Brovia Villero, Barolo DOCG, Italy","
                            2010                    ","
                            3,782","
                            95/100                    ",95
"Dancing Hares Vineyards Red, Napa Valley, USA","
                            2010                    ","
                            3,782","
                            95/100                    ",128
"Dancing Hares Vineyards Red, Napa Valley, USA","
                            2008                    ","
                            3,782","
                            95/100                    ",108
"Elvio Cogno Barolo Bricco Pernice, Barolo DOCG, Italy","
                            2010                    ","
                            3,796","
                            95/100                    ",67
"Marchesi di Barolo 'Barolo Riserva' DOCG, Piedmont, Italy","
                            2004                    ","
                            3,796","
                            95/100                    ",47
"Montepeloso Eneo Toscana IGT, Tuscany, Italy","
                            2009                    ","
                            3,809","
                            95/100                    ",43
"Montepeloso Eneo Toscana IGT, Tuscany, Italy","
                            2006                    ","
                            3,809","
                            95/100                    ",40
"The Colonial Estate Exile Shiraz, Barossa Valley, Australia","
                            2005                    ","
                            3,826","
                            95/100                    ",52
"The Colonial Estate Exile Shiraz, Barossa Valley, Australia","
                            2002                    ","
                            3,826","
                            95/100                    ",92
"Brovia 'Brea Vigna Ca' Mia', Barolo DOCG, Italy","
                            2007                    ","
                            3,833","
                            95/100                    ",60
"Booker Vineyard 'My Favorite Neighbor' Red, Paso Robles, USA","
                            2011                    ","
                            3,843","
                            95/100                    ",87
"D'Oliveiras Verdelho Vintage Madeira, Portugal","
                            1966                    ","
                            3,843","
                            95/100                    ",273
"D'Oliveiras Verdelho Vintage Madeira, Portugal","
                            1900                    ","
                            3,843","
                            95/100                    ",737
"Disznoko Tokaji Aszu 6 Puttonyos, Tokaj-Hegyalja, Hungary","
                            2000                    ","
                            3,868","
                            95/100                    ",89
"Disznoko Tokaji Aszu 6 Puttonyos, Tokaj-Hegyalja, Hungary","
                            1999                    ","
                            3,868","
                            95/100                    ",142
"Falesco Montiano Lazio IGT, Italy","
                            1995                    ","
                            2,788","
                            95/100                    ",31
"Conti Costanti Brunello di Montalcino Riserva DOCG, Tuscany, Italy","
                            2010                    ","
                            2,792","
                            95/100                    ",149
"Conti Costanti Brunello di Montalcino Riserva DOCG, Tuscany, Italy","
                            2001                    ","
                            2,792","
                            95/100                    ",111
"Kosta Browne Keefer Ranch Pinot Noir, Green Valley, USA","
                            2013                    ","
                            2,799","
                            95/100                    ",122
"Jean-Paul & Benoit Droin Les Clos, Chablis Grand Cru, France","
                            2010                    ","
                            2,799","
                            95/100                    ",86
"Jean-Paul & Benoit Droin Les Clos, Chablis Grand Cru, France","
                            2008                    ","
                            2,799","
                            95/100                    ",72
"Futo Estate Red, Oakville, USA","
                            2008                    ","
                            2,806","
                            95/100                    ",329
"Futo Estate Red, Oakville, USA","
                            2006                    ","
                            2,806","
                            95/100                    ",242
"Massolino Margheria, Barolo DOCG, Italy","
                            2004                    ","
                            2,813","
                            95/100                    ",86
"Domaine Amiot-Servelle Les Amoureuses, Chambolle-Musigny Premier Cru, France","
                            2011                    ","
                            2,819","
                            95/100                    ",212
"Maume by Domaine Tawse Mazis-Chambertin Grand Cru, Cote de Nuits, France","
                            2011                    ","
                            2,825","
                            95/100                    ",131
"Jonata Todos Red, Santa Ynez Valley, USA","
                            2010                    ","
                            2,837","
                            95/100                    ",45
"Lodovico Antinori Tenuta di Biserno 'Lodovico' Toscana IGT, Tuscany, Italy","
                            2011                    ","
                            2,845","
                            95/100                    ",237
"Lodovico Antinori Tenuta di Biserno 'Lodovico' Toscana IGT, Tuscany, Italy","
                            2008                    ","
                            2,845","
                            95/100                    ",216
"Chateau La Nerthe Chateauneuf-du-Pape Cuvee des Cadettes, Rhone, France","
                            2005                    ","
                            2,845","
                            95/100                    ",105
"Chateau La Nerthe Chateauneuf-du-Pape Cuvee des Cadettes, Rhone, France","
                            2001                    ","
                            2,845","
                            95/100                    ",118
"Chateau La Nerthe Chateauneuf-du-Pape Cuvee des Cadettes, Rhone, France","
                            1989                    ","
                            2,845","
                            95/100                    ",90
"Vine Hill Ranch 'VHR' Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            2,851","
                            95/100                    ",190
"Domaine Huet Vouvray 'Le Haut Lieu' Moelleux, Loire, France","
                            2009                    ","
                            2,856","
                            95/100                    ",41
"Chateau d'Arche, Sauternes, France","
                            2009                    ","
                            2,872","
                            95/100                    ",42
"Jonata 'La Sangre de Jonata' Red, Santa Ynez Valley, USA","
                            2008                    ","
                            2,872","
                            95/100                    ",120
"Kamen Estate Cabernet Sauvignon, Sonoma Valley, USA","
                            2005                    ","
                            2,872","
                            95/100                    ",80
"Domaine Marc Colin et Fils Montrachet Grand Cru, Cote de Beaune, France","
                            2004                    ","
                            2,881","
                            95/100                    ",653
"Roberto Voerzio Rocche dell'Annunziata Torriglione, Barolo DOCG, Italy","
                            2006                    ","
                            2,888","
                            95/100                    ",148
"Jasper Hill Georgia's Paddock Shiraz, Heathcote, Australia","
                            2004                    ","
                            2,891","
                            95/100                    ",68
"Laurel Glen Cabernet Sauvignon, Sonoma Mountain, USA","
                            2012                    ","
                            4,979","
                            95/100                    ",61
"Laurel Glen Cabernet Sauvignon, Sonoma Mountain, USA","
                            1990                    ","
                            4,979","
                            95/100                    ",87
"Clos Mogador 'Manyetes' Vi de Vila Gratallops, Priorat DOCa, Spain","
                            2011                    ","
                            4,997","
                            95/100                    ",64
"Teso La Monja Alabaster, Toro, Spain","
                            2012                    ","
                            5,007","
                            95/100                    ",156
"Teso La Monja Alabaster, Toro, Spain","
                            2010                    ","
                            5,007","
                            95/100                    ",185
